BORO,VIOLATION CODE,VIOLATION DESCRIPTION,Latitude,Longitude
Staten Island,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.626446500017,-74.129757382807
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.845502592234,-73.864706554324
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.711530166285,-74.015672785414
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.745360454403,-74.002161745447
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.678213309628,-73.979248029701
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.760112916863,-73.915871704521
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.757334289283,-73.968510065311
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.614626721905,-73.912972598574
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.76818009078,-73.95570688015
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.647237334655,-74.008108091019
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.707416601024,-74.007206509848
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.833829937573,-73.87758808765
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.765444330953,-73.957730316017
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.729067553336,-73.999112422609
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.683590806298,-73.769398412222
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.747235144322,-74.000790376672
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.714605244564,-73.943622250066
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.744325404669,-73.991775390574
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.671827624682,-73.963042259196
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.629165122019,-74.028716456049
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.833486167858,-73.851414498581
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.698203739637,-73.806327412677
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.679959695249,-73.941567747375
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.746530517582,-73.917837776623
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.874170873428,-73.88440914158
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.725592918592,-73.791693405277
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.650231848908,-74.008670642647
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.783376172272,-73.978911804181
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.678671631242,-73.978941435929
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.855054629655,-73.887995940887
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.763420827656,-73.807104498364
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.804653217067,-73.966327526336
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.853708575962,-73.889661037398
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.768895196191,-73.968461255383
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.752337363573,-73.991785225474
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.762279485776,-73.976362739705
Staten Island,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.612741882335,-74.127216633526
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.703871983592,-73.941214893289
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.718752375888,-73.963409353529
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.717680937564,-73.856994616372
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.764828752382,-73.991664549399
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.745538680041,-73.993153852872
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.719174111591,-73.733892311286
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.687118819739,-73.990210362641
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.865416789114,-73.86805357738
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.612586903003,-74.011496684838
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.717415875069,-73.994206507578
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.73362595479,-73.954835082706
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.723427394773,-73.950581289259
Staten Island,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.523542936331,-74.215965409295
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.601676939063,-74.001966215611
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.758485813513,-74.004923546014
Staten Island,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.571857284336,-74.112387646215
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.742338489619,-74.000649576733
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.847103775314,-73.83216943475
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.837303984342,-73.887552514707
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.730250424208,-73.99461310301
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.710521564162,-73.965841420849
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.746992422076,-73.983503202857
Staten Island,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.627046160643,-74.165009081887
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.723292877889,-73.950527273518
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.758782098419,-73.992354752911
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.752857625191,-73.922399358502
Staten Island,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.513368808085,-74.248011994499
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.753169760316,-73.872420307304
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.638798920152,-74.016880704189
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.638999844499,-73.948298405716
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.664731825529,-73.923219581854
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.608401592521,-74.00453067647
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.741869040229,-74.004713006739
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.673899040186,-73.982342503498
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.6412978124,-73.964205075067
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.765110523342,-73.931478615933
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.756282459109,-73.977718445279
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.59800971865,-73.963900686291
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.635092336041,-74.023311006826
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.874846641578,-73.849343771881
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.612996396184,-73.996387454301
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.731425117469,-74.006649850535
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.639798464238,-73.986459201683
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.777634732869,-73.982379882195
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.643200038332,-74.001549452162
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.829692203437,-73.948081003541
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.683767305028,-73.932665830028
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.766890423263,-73.95667163668
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.757442664136,-73.973798050467
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.776350097887,-73.95286709569
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.903702975116,-73.850146322471
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.772871015546,-73.916505401094
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.611658584394,-73.983713257125
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.774554719081,-73.979947215012
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.67052066662,-73.942077124093
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.660375224869,-73.840184873633
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.615671962639,-74.012257216047
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.654075966415,-73.959559886864
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.756556290303,-74.003808057183
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.701664818994,-73.807907811218
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.633442238279,-74.005036781804
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.746867937435,-73.891224533132
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.853813196193,-73.908808636822
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.793464164995,-73.971049881281
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.736195559538,-73.994103832497
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.625091923599,-73.962059567104
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.75439875143,-73.896272592562
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.693430080518,-73.852055978661
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.719438891952,-73.997683975426
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.592598135655,-73.940366261965
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.67268474175,-73.939079501454
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.766050066906,-73.745076000031
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.781673836068,-73.839415976831
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.868165213031,-73.91959595601
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.754418104812,-73.827881250044
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.855683493661,-73.867642783664
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.776948272526,-73.952426172216
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.608144835665,-73.959760687969
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.774508909984,-73.954207903167
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.89038843916,-73.897831825842
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.651384644455,-73.937938595443
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.761991780822,-73.978900551773
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.767619153028,-73.953169329563
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.774938493062,-73.91370824491
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.770820475462,-73.735374777312
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.83702632816,-73.942690522716
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.709192785941,-73.829895740678
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.711530166285,-74.015672785414
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.874945722104,-73.879869724653
Staten Island,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.542878758809,-74.163843395136
Staten Island,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.624221576236,-74.080786280375
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.775162604004,-73.955330331657
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.845760707069,-73.938591476158
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.629218611909,-74.02275774653
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.712841688792,-73.878204321933
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.767614515401,-73.989635303786
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.713042772688,-73.908486146204
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.638937269372,-73.994465567672
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.650452096542,-73.957461093571
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.76437831887,-73.988303734675
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.853990544797,-73.888894220946
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.775079806713,-73.947751861125
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.750351909656,-73.878416995129
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.747642802224,-73.883687564431
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.636502464465,-74.008521128292
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.88953310332,-73.898983282643
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.853234421384,-73.905856140446
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.754418104812,-73.827881250044
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.729127725398,-74.007042896912
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.598907446541,-73.997882625202
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.764124834118,-73.981058620374
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.760372486822,-73.921968229703
Staten Island,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.585834895919,-74.09274297129
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.719738031861,-73.996194054618
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.824357281332,-73.909586258112
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.704081486325,-74.01010231249
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.672273783887,-73.910885522901
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.700713343853,-73.764286235415
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.892879091742,-73.857647092212
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.644251806857,-73.957922697914
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.848203858752,-73.856037010956
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.748832608482,-73.913074504463
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.744608190809,-73.99290854481
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.777956274929,-73.954089981003
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.755327028469,-73.768766508619
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.741927544391,-73.925890962254
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.664364639784,-73.990368709566
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.686666162643,-73.843204527526
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.646178572692,-73.929777835726
Staten Island,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.634131829699,-74.122339623025
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.732448459252,-73.987804209783
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.707304613021,-73.804234135869
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.745622454375,-73.883489004569
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.776997395255,-73.979076311085
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.738676756901,-73.79293699363
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.772566833732,-73.957350295638
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.654875988717,-73.973344740106
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.599287284428,-73.952290373641
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.698218894308,-73.99313709261
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.618711956022,-73.930487630376
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.724959359407,-73.951482102718
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.714155146858,-73.995465714609
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.769546905665,-73.773894046731
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.738436704415,-73.886269376757
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.769121635777,-73.912759103096
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.868947965381,-73.896241463588
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.764095200665,-73.970665602481
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.781103452453,-73.917773286402
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.662247495911,-73.892174047043
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.762302391442,-73.959984861514
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.618127288193,-73.958825326154
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.60499342239,-73.978705471092
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.669387224237,-73.986773998535
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.752486367873,-73.977268555955
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.671360998626,-73.843006327716
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.644937091759,-73.948931601931
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.741595762174,-73.880699313393
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.833940657613,-73.927125163086
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.69379755818,-73.851806337324
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.72415703468,-73.99442599334
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.700629037868,-73.896590997969
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.774370849375,-73.959309638708
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.756557409609,-73.980313607207
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.734226802318,-73.868805094031
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.635119978114,-73.913886137614
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.641604866013,-73.937713512598
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.749641374373,-73.985404569998
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.891341694648,-73.850872354936
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.744910306852,-74.002486531737
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.774370849375,-73.959309638708
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.654075966415,-73.959559886864
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.721599531921,-73.957837599459
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.783450710264,-73.952706777079
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.676600451034,-73.881562303626
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.855234584885,-73.936851153613
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.724231257501,-74.002211566279
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.744608190809,-73.99290854481
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.733082379724,-73.986721616379
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.723236964089,-73.942460448842
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.679664300998,-73.964112295349
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.775169910577,-73.982167514699
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.655797060768,-73.959894017166
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.694324985942,-73.910462865388
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.761575221887,-73.960537600428
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.597276126375,-73.985358784319
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.774370849375,-73.959309638708
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.69224858418,-73.987930590467
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.739659372139,-73.992725034251
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.74363388875,-73.994525404788
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.733151588761,-74.006401053542
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.777030372745,-73.951844799088
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.629135657647,-74.005393114403
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.782218673136,-73.953581500572
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.69002302789,-73.993567043591
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.688008341937,-73.99318502307
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.640880893452,-73.965138541769
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.852473505084,-73.827301203952
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.708724168904,-73.958794398093
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.739783110779,-73.99879111207
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.758115673495,-73.917166480527
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.71695764462,-73.999660906271
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.801561468426,-73.942623650533
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.65996903073,-73.98070985889
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.828492328036,-73.881070474322
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.70727543595,-73.789319839659
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.76371413372,-73.988765921819
Staten Island,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.637171578333,-74.128693798627
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.598900905472,-73.961242681195
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.643603073702,-73.948810111288
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.762034209369,-73.987484716284
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.771554566495,-73.734721983253
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.783543120393,-73.950543720964
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.821310945351,-73.944731035597
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.730203054244,-73.815081133891
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.690808741946,-73.762265980159
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.758671536159,-73.829079451028
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.747098374372,-73.977129649754
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.892489606156,-73.857861329409
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.707241828021,-73.897294857368
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.860518283043,-73.927688820366
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.853215451671,-73.853629507074
Staten Island,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.603539223643,-74.13152771197
Staten Island,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.625949769931,-74.134450400927
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.887271122201,-73.905037404907
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.689083972014,-73.923948664501
Staten Island,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.612812206701,-74.071469146304
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.694799404672,-73.847620930891
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.674299729901,-73.982035966568
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.768562088487,-73.92494783238
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.738784023069,-74.000223731115
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.707512873941,-74.002167727074
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.737592767193,-73.997434355361
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.764782321065,-73.995902672239
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.854046716188,-73.899210898957
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.744800985102,-73.903324940387
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.655285265789,-74.003413018685
Staten Island,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.626703843519,-74.127909809235
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.624928158829,-74.024485423705
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.713639120809,-73.995231281861
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.626251305995,-73.976281412702
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.75684918547,-73.985973293277
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.755113736371,-73.968355912545
